Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/9/20,2/1/20,9/5/20,Georgia,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Georgia,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Georgia,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Georgia,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Georgia,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Georgia,Unknown,All Ages,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Georgia,All Sexes,All Ages,"4,847","55,906","4,746","2,173",112,"7,530",
9/9/20,2/1/20,9/5/20,Hawaii,Male,Under 1 year,0,18,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Male,0-17 years,0,32,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,15-24 years,0,40,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,18-29 years,0,62,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,25-34 years,0,75,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,30-49 years,0,292,11,0,0,11,
9/9/20,2/1/20,9/5/20,Hawaii,Male,35-44 years,0,135,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,45-54 years,,267,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,50-64 years,,699,21,,,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,55-64 years,,541,17,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,65-74 years,11,831,42,,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,75-84 years,,851,55,,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,85 years and over,10,"1,007",92,,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Male,All Ages,35,"3,774",225,17,14,257,
9/9/20,2/1/20,9/5/20,Hawaii,Female,Under 1 year,0,25,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,0-17 years,0,36,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,15-24 years,0,16,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Female,18-29 years,,26,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,25-34 years,,32,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,30-49 years,0,125,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,35-44 years,0,52,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,45-54 years,,130,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,50-64 years,,377,27,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,55-64 years,,300,24,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,65-74 years,,507,34,,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,75-84 years,,641,28,0,0,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,85 years and over,,"1,506",91,,,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Female,All Ages,20,"3,218",186,,,203,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,Unknown,All Ages,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Hawaii,All Sexes,All Ages,55,"6,992",411,26,20,460,
9/9/20,2/1/20,9/5/20,Idaho,Male,Under 1 year,0,39,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Male,0-17 years,0,88,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Male,1-4 years,0,10,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Male,5-14 years,0,17,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Male,15-24 years,0,84,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Male,18-29 years,0,114,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Male,25-34 years,0,110,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Male,30-49 years,,351,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Male,35-44 years,,167,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Male,45-54 years,,270,,0,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Male,50-64 years,19,765,40,,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Male,55-64 years,17,621,33,,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Male,65-74 years,39,"1,040",63,16,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Male,75-84 years,81,"1,248",91,28,,145,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Male,85 years and over,67,"1,113",69,29,,108,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Male,All Ages,213,"4,719",269,82,13,413,
9/9/20,2/1/20,9/5/20,Idaho,Female,Under 1 year,0,27,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Female,0-17 years,0,49,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,15-24 years,0,28,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,18-29 years,0,45,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,25-34 years,0,63,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Female,30-49 years,,189,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,35-44 years,,89,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,45-54 years,,169,12,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,50-64 years,13,553,37,,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,55-64 years,11,450,30,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,65-74 years,30,740,54,14,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,75-84 years,39,"1,095",48,12,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,85 years and over,79,"1,601",78,22,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Idaho,Female,All Ages,165,"4,272",224,54,12,347,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,Unknown,All Ages,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Idaho,All Sexes,All Ages,378,"8,991",493,136,25,760,
9/9/20,2/1/20,9/5/20,Illinois,Male,Under 1 year,,217,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Male,0-17 years,,427,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Male,1-4 years,0,41,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Male,5-14 years,,67,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Male,15-24 years,,636,,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Male,18-29 years,23,"1,113",21,,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Male,25-34 years,44,"1,147",35,13,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Male,30-49 years,279,"3,149",192,118,,357,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Male,35-44 years,127,"1,497",89,51,,168,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Male,45-54 years,307,"2,637",238,146,,402,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Male,50-64 years,797,"7,590",722,403,17,"1,133",
9/9/20,2/1/20,9/5/20,Illinois,Male,55-64 years,612,"6,037",568,316,15,879,
9/9/20,2/1/20,9/5/20,Illinois,Male,65-74 years,"1,021","8,350",996,551,15,"1,481",
9/9/20,2/1/20,9/5/20,Illinois,Male,75-84 years,"1,048","8,831","1,123",558,19,"1,632",
9/9/20,2/1/20,9/5/20,Illinois,Male,85 years and over,859,"8,597",982,414,14,"1,440",
9/9/20,2/1/20,9/5/20,Illinois,Male,All Ages,"4,029","38,057","4,041","2,053",72,"6,088",
9/9/20,2/1/20,9/5/20,Illinois,Female,Under 1 year,,166,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Female,0-17 years,,266,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Female,1-4 years,0,28,0,0,0,0,
9/9/20,2/1/20,9/5/20,Illinois,Female,5-14 years,0,44,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Female,15-24 years,,203,,,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Female,18-29 years,12,354,12,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Female,25-34 years,20,402,23,,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Female,30-49 years,108,"1,516",117,52,,177,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Female,35-44 years,51,718,54,24,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Female,45-54 years,125,"1,471",132,62,,197,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Illinois,Female,50-64 years,407,"4,578",459,213,18,671,
9/9/20,2/1/20,9/5/20,Illinois,Female,55-64 years,324,"3,682",376,173,16,543,
